,Run No,Loss,Reg. Loss,Repeat,N(S),H(S),NH2(S),TS4_N2(S)
0,1,0.9897856538504788,0.00845344096894036,0,2.2064520131552854,8.293457149811623,6.983146318560678,16.330708394233866
1,2,1.0297410336389292,0.0111362955569614,0,12.099906917892177,-12.24376512721811,-9.373151643681513,10.828358539053802
2,3,0.5790509260416662,0.014412547595470013,0,6.423256232000121,18.695531719491015,19.50162420627231,13.029778224116619
3,4,1.1365899066793157,0.010497396427888283,0,-8.398510862648925,13.071792811831024,-15.16161097119341,5.357671065879785
4,5,0.12442756789938166,0.005578332322277967,0,16.27855269450152,1.4963313087596788,4.038733915740597,-0.4997113701100666
5,6,0.984184793819942,0.006632092808809618,0,-6.247221695407923,2.895787052351814,15.806803830575767,1.5785586569029775
6,7,0.9703170220386367,0.008837134887323381,0,-11.165390395265746,-2.933669430053964,13.327589290439576,-7.921890433534234
7,8,1.1032871448682249,0.012548570638137396,0,19.855017160792066,6.531093318744453,9.178611073806572,-14.629560999206479
8,9,0.843402418081609,0.008869133524505137,0,9.148235210984026,4.2600571442365585,-2.6162457720990524,19.451995970700906
9,10,1.004483463852741,0.011240673100137275,0,-13.591095500536966,-10.882620343108497,-7.829911577260443,-12.659064979643196
10,11,0.9497477174362826,0.01405857843073089,0,-15.20646505153866,-17.815322810462405,3.817191006186196,-19.39533485473632
11,12,0.9344514096344071,0.006756177165264909,0,-2.0842209396989944,-8.063476848561205,-11.719226122809532,-5.1577847499898954
12,13,1.1400508163612684,0.011925634302794487,0,-0.6269981446368327,15.17311008100399,-17.627479577244657,14.274949408292478
13,14,0.9000373955379989,0.012388084226567174,0,10.204668857655651,-18.559351013115684,11.38880031545549,9.399516720041863
14,15,1.0385883362201993,0.01494717588838074,0,-17.706488218365774,10.828111975639136,-13.945224813604147,-17.308878545913906
15,16,0.6627992165761767,0.003342479353093213,0,4.5755506771727,-4.243714993141172,-1.9634234453116157,2.5872282967473623
16,17,1.217082978721342,0.014247600321698346,0,-19.165955990594853,-14.922366531993285,16.79535367397107,6.1067250902341605
17,18,0.7270648140844684,0.004340195980281766,0,1.9777221778129928,-6.2107866729923025,-5.8033063323339,-3.368968737987874
18,19,1.1173285793928678,0.012972561939329153,0,-5.660339160870862,17.61478257741905,-19.99977125036531,-8.615354768661373
19,20,0.038809214054003234,0.007096155793536483,0,15.889189511981627,-0.3307486562052553,0.5608879841288115,-11.603797021830243
20,21,0.1581790809196804,0.006170804023742676,0,17.5911865234375,-1.1540336608886719,0.9670219421386719,-4.970973968505859
21,22,0.028721735934476873,0.006109820604324338,0,15.764049530029297,0.5225162506103516,0.3578033447265625,-7.794913291931152
22,23,0.2913509825054528,0.006341996669769286,0,15.80855941772461,0.36954689025878906,-2.851055145263672,-6.338825225830078
23,24,0.182901016964698,0.007142850399017333,0,15.376277923583984,0.03993797302246094,3.3313655853271484,-9.823820114135742
24,25,0.1036120690841556,0.006790187835693359,0,16.64608383178711,1.7956428527832031,1.0609073638916016,-7.658117294311523
25,26,0.05097109859301897,0.006934361219406129,0,20.0,0.019075393676757812,1.492889404296875,-6.225480079650879
26,27,0.032052629217382445,0.0070569467544555654,0,20.0,0.7310256958007812,1.2889480590820312,-6.207813262939453
27,28,0.06167457600964948,0.007684630393981932,0,20.0,0.6144809722900391,1.1609535217285156,-8.96308708190918
28,29,0.05993884702142153,0.0064224214553833,0,20.0,0.6528472900390625,1.4140052795410156,-3.622833251953125
29,30,0.06428810919302427,0.005433775901794436,0,14.887943267822266,0.5818576812744141,1.4019355773925781,-4.863367080688477
30,31,0.05722614543266342,0.007677624225616456,0,20.0,0.5016880035400391,1.1807212829589844,-9.028087615966797
31,32,0.05958684769684499,0.0064811778068542495,0,20.0,0.5325965881347656,1.4605693817138672,-3.9315452575683594
32,33,0.058225957633108276,0.0057070798873901365,0,15.025154113769531,0.614776611328125,1.3752365112304688,-5.813152313232422
33,34,0.06895733398279616,0.007834911346435547,0,20.0,0.5082893371582031,1.0778217315673828,-9.753534317016602
34,35,0.06317160479456228,0.006457771301269533,0,20.0,0.457855224609375,1.5426063537597656,-3.8306236267089844
35,36,0.05379847636569547,0.005927246093750001,0,15.342338562011719,0.6412487030029297,1.3387413024902344,-6.386655807495117
36,37,0.022322708902772766,0.007038266658782959,0,20.0,1.1298332214355469,1.0612831115722656,-5.961950302124023
37,38,0.02254533228605125,0.006735924959182739,0,20.0,1.256540298461914,0.9214115142822266,-4.765748023986816
38,39,0.06886710071647885,0.005676076412200925,0,10.392784118652344,-1.0230789184570312,0.10347747802734375,-11.184965133666992
39,40,0.049086013773014914,0.006480401515960692,0,20.0,2.7077579498291016,1.8160457611083984,-1.3978023529052734
40,41,0.05438952429060707,0.006840724229812624,0,17.501075744628906,-0.3177661895751953,0.09453964233398438,-9.449515342712402
41,42,0.09735251846118258,0.008266669750213621,0,13.181159973144531,-1.779581069946289,0.8297748565673828,-17.27616310119629
42,43,0.0982640234409867,0.0066984052658081075,0,9.958091735839844,-0.2681388854980469,-0.4024467468261719,-16.16494369506836
43,44,0.06605259952823905,0.007379963397979739,0,20.0,2.7712631225585938,2.738039016723633,4.010551452636719
44,45,0.08739497341126023,0.0058588004112243635,0,20.0,2.777538299560547,0.17134857177734375,-0.4863147735595703
45,46,0.07662002193832988,0.005238076210021974,0,13.83438491821289,2.7750110626220703,2.206270217895508,2.136638641357422
46,47,0.1267365212551867,0.006266041278839113,0,8.772306442260742,-0.8420333862304688,1.2924041748046875,-14.157421112060547
47,48,0.17060091723384213,0.009016944885253904,0,20.0,1.3409652709960938,5.648555755615234,9.078258514404297
48,49,0.033383065777851634,0.010811094284057621,0,20.0,-1.704538345336914,-1.5398387908935547,-20.0
49,50,0.09765928655888699,0.00984493112564087,0,14.612335205078125,-2.458608627319336,-2.3087806701660156,-20.0
50,51,0.013310823632075369,0.00952441120147705,0,19.032215118408203,-1.405447006225586,-0.8005733489990234,-16.85940933227539
51,52,0.034681080788147,0.010106606960296633,0,20.0,-2.206195831298828,-0.6722316741943359,-17.54800033569336
52,53,0.058713160855521265,0.010055761814117433,0,20.0,-1.2506637573242188,-1.657674789428711,-17.314708709716797
53,54,0.1505615103089756,0.008072836399078373,0,20.0,3.493427276611328,4.835836410522461,3.9620819091796875
54,55,0.6925670402459521,0.004390868186950682,0,3.8292083740234375,1.3718681335449219,4.287197113037109,8.075199127197266
55,56,0.05994919727336336,0.009679214000701908,0,18.287826538085938,-1.3830146789550781,-0.467742919921875,-18.578271865844727
56,57,0.06418466518634684,0.008392590761184695,0,17.740768432617188,0.031169891357421875,-0.5346832275390625,-15.263741493225098
57,58,0.07984495395805563,0.008683445930480958,0,17.902652740478516,-2.3583908081054688,-0.0876312255859375,-14.385108947753906
58,59,0.15279789636759478,0.008977880001068117,0,16.99207305908203,0.5477752685546875,-0.6211719512939453,-17.750499725341797
59,60,0.13307053970534174,0.006263723850250247,0,20.0,0.8266048431396484,2.261524200439453,1.966766357421875
60,61,0.10671646315271623,0.009703565597534177,0,20.0,-3.3425941467285156,0.2806053161621094,-15.191062927246094
61,62,0.0747864161015745,0.00843693542480469,0,20.0,-1.0235176086425781,-0.4804267883300781,-12.243797302246094
62,63,0.05349377716716849,0.009803198337554933,0,15.336719512939453,-3.662759780883789,-0.21331405639648438,-20.0
63,64,0.13728804685796264,0.0100476598739624,0,17.810955047607422,-1.8230438232421875,0.556640625,-20.0
64,65,0.11367097821351572,0.008163107156753538,0,15.657970428466797,-2.2893428802490234,-0.6463069915771484,-14.058808326721191
65,66,0.13280764839989737,0.007255161762237551,0,20.0,3.596353530883789,1.2166004180908203,-4.207693099975586
66,67,0.2508752368872657,0.011826106071472168,0,20.0,-5.1700897216796875,-2.1343345642089844,-20.0
67,68,0.1494867541678776,0.005896206378936766,0,20.0,-0.16196250915527344,2.6691360473632812,0.7537269592285156
68,69,0.07852886363158038,0.0075608265399932885,0,16.447444915771484,0.4975013732910156,-0.08742332458496094,-13.210936546325684
69,70,0.09549506780947263,0.00890343236923218,0,13.791854858398438,-0.3767204284667969,-1.4451541900634766,-20.0
70,71,0.058221996418295306,0.00842972183227539,0,20.0,0.9074687957763672,-0.3883705139160156,-12.42304801940918
71,72,0.028913600313931975,0.007632104873657228,0,16.35259246826172,-1.1150531768798828,0.0396575927734375,-13.021116256713867
72,73,0.04637045686586176,0.008724316358566287,0,20.0,-0.8012580871582031,0.6675357818603516,-13.428471565246582
73,74,0.028827225272209947,0.007627196550369261,0,16.240520477294922,-1.1086959838867188,-0.04541015625,-13.11415958404541
74,75,0.06646265375162738,0.00811564588546753,0,20.0,-0.7073135375976562,-0.35076332092285156,-11.40450668334961
75,76,0.024950635537686984,0.007647951126098636,0,15.977851867675781,-1.0824050903320312,0.06753730773925781,-13.464010238647461
76,77,0.024572758983398217,0.007685835599899294,0,16.064666748046875,-1.0146713256835938,0.1244049072265625,-13.539599418640137
77,78,0.024579258015895448,0.0077112123966217045,0,15.8427734375,-1.145111083984375,-0.16901779174804688,-13.687947273254395
78,79,0.0879691071772453,0.008067691326141355,0,16.906227111816406,-0.5001869201660156,0.6078739166259766,-14.256477355957031
79,80,0.06536133955220479,0.00803495955467224,0,15.347915649414062,-1.5279369354248047,-0.786590576171875,-14.477395057678223
80,81,0.04638703340701647,0.00640040111541748,0,20.0,2.453947067260742,1.964813232421875,-1.1828441619873047
81,82,0.10969455631234178,0.01082505798339844,0,20.0,0.7211093902587891,-2.579122543334961,-20.0
82,83,0.06665100391286251,0.007968231201171875,0,20.0,1.7393531799316406,-0.1424236297607422,-9.991147994995117
83,84,0.11397688593740701,0.006937084436416627,0,15.397285461425781,1.7399711608886719,0.2733497619628906,-10.33773136138916
84,85,0.17764713627651593,0.010220275878906247,0,20.0,-0.7545051574707031,0.12659835815429688,-20.0
85,86,0.12255427814610356,0.00827798676490784,0,20.0,-0.9659996032714844,-0.8869571685791016,-11.258990287780762
86,87,0.0826212351230436,0.006539878368377687,0,20.0,2.3636837005615234,1.5737323760986328,2.222097396850586
87,88,0.016174431993359117,0.008707928180694581,0,11.328414916992188,-2.4197654724121094,-1.0835323333740234,-20.0
88,89,0.007496723911471504,0.008836097240448,0,12.024848937988281,-1.9671802520751953,-1.3523597717285156,-20.0
89,90,0.0604849564234888,0.008477818489074704,0,10.095050811767578,-3.4990482330322266,-0.31717491149902344,-20.0
90,91,0.026531377133350055,0.008753780364990239,0,11.538032531738281,-1.5383777618408203,-1.938711166381836,-20.0
91,92,0.015208074497946648,0.008908814430236814,0,12.441394805908203,-1.7139205932617188,-1.4799423217773438,-20.0
92,93,0.057056530424694656,0.008443275451660157,0,13.38608169555664,-1.8917999267578125,-1.3278923034667969,-17.167327880859375
93,94,0.03989750554715494,0.007954381942749025,0,8.932733535766602,-0.8902015686035156,-1.9945926666259766,-20.0
94,95,0.06715507302616167,0.008694885730743404,0,12.343215942382812,-1.6319103240966797,-0.8044166564941406,-20.0
95,96,0.08665033496088406,0.009264167785644534,0,12.6707763671875,-1.5295181274414062,-2.8563766479492188,-20.0
96,97,0.10336818943299125,0.006744943618774416,0,4.572879791259766,-2.224649429321289,-0.18224525451660156,-20.0
97,98,0.029866967455927523,0.00876719856262207,0,11.809680938720703,-2.594310760498047,-0.6648025512695312,-20.0
98,99,0.06148250494276678,0.008025116443634036,0,12.66168212890625,-2.0260677337646484,-1.0299797058105469,-16.382736206054688
99,100,0.12942654494249678,0.008335331439971925,0,11.815349578857422,-0.8763771057128906,-0.6495990753173828,-20.0
100,101,0.10982065556719113,0.008700993061065674,0,9.541511535644531,-3.7931365966796875,-1.4693241119384766,-20.0
101,102,0.0927924972648148,0.007338256359100344,0,5.975282669067383,0.6803150177001953,-2.697427749633789,-20.0
102,103,0.05163616541517777,0.007760790824890138,0,12.34869384765625,-1.1191749572753906,-1.5755939483642578,-15.999700546264648
103,104,0.13361251488571443,0.009239727497100832,0,12.110248565673828,-1.1229724884033203,-3.725688934326172,-20.0
104,105,0.08616384420798985,0.006836956024169922,0,20.0,1.9686546325683594,2.4791107177734375,-2.9000587463378906
105,106,0.03378050616072119,0.007573572635650636,0,12.263301849365234,-1.1466655731201172,-1.2024765014648438,-15.681846618652344
106,107,0.17582583086608183,0.0077623867988586455,0,10.172454833984375,0.006626129150390625,-0.8704662322998047,-20.0
107,108,0.17688157340170535,0.00875539255142212,0,20.0,-3.757732391357422,3.0177993774414062,-8.246038436889648
108,109,0.07709555714680318,0.007589758872985843,0,5.429203033447266,-2.680511474609375,-2.2493209838867188,-20.0
109,110,0.12175181157418798,0.00901136541366577,0,9.864814758300781,-5.093713760375977,1.0869331359863281,-20.0
110,111,0.09311026140280237,0.006547461986541747,0,20.0,5.183675765991211,0.9424057006835938,0.0637664794921875
111,112,0.17127659517547453,0.009615300655364986,0,20.0,5.497053146362305,-2.365133285522461,-10.599016189575195
112,113,0.02963019548457827,0.0067487540245056155,0,20.0,2.519519805908203,0.13098907470703125,-4.344507217407227
113,114,0.11638784815001652,0.007731099128723143,0,11.851398468017578,-2.9509201049804688,-0.6482887268066406,-15.47378921508789
114,115,0.027953413593635842,0.0067866029739379885,0,20.0,2.4871978759765625,0.16315650939941406,-4.496057510375977
115,116,0.28814263958237657,0.012154747486114502,0,20.0,2.469766616821289,-6.149223327636719,-20.0
116,117,0.3001431867123002,0.008548168659210206,0,6.8705902099609375,4.673898696899414,-2.6481857299804688,-20.0
117,118,0.03304892559570521,0.006693477392196658,0,20.0,2.308135986328125,0.07013130187988281,-4.395642280578613
118,119,0.10643153899618257,0.007142904758453367,0,20.0,3.2022438049316406,1.1977367401123047,-4.171638488769531
119,120,0.12432218436181357,0.0058495163917541525,0,20.0,1.522970199584961,0.27105712890625,-1.6040382385253906
0,1,0.9897856538504788,0.00845344096894036,1,2.2064520131552854,8.293457149811623,6.983146318560678,16.330708394233866
1,2,1.0297410336389292,0.0111362955569614,1,12.099906917892177,-12.24376512721811,-9.373151643681513,10.828358539053802
2,3,0.5790509260416662,0.014412547595470013,1,6.423256232000121,18.695531719491015,19.50162420627231,13.029778224116619
3,4,1.1365899066793157,0.010497396427888283,1,-8.398510862648925,13.071792811831024,-15.16161097119341,5.357671065879785
4,5,0.12442756789938166,0.005578332322277967,1,16.27855269450152,1.4963313087596788,4.038733915740597,-0.4997113701100666
5,6,0.984184793819942,0.006632092808809618,1,-6.247221695407923,2.895787052351814,15.806803830575767,1.5785586569029775
6,7,0.9703170220386367,0.008837134887323381,1,-11.165390395265746,-2.933669430053964,13.327589290439576,-7.921890433534234
7,8,1.1032871448682249,0.012548570638137396,1,19.855017160792066,6.531093318744453,9.178611073806572,-14.629560999206479
8,9,0.843402418081609,0.008869133524505137,1,9.148235210984026,4.2600571442365585,-2.6162457720990524,19.451995970700906
9,10,1.004483463852741,0.011240673100137275,1,-13.591095500536966,-10.882620343108497,-7.829911577260443,-12.659064979643196
10,11,0.9497477174362826,0.01405857843073089,1,-15.20646505153866,-17.815322810462405,3.817191006186196,-19.39533485473632
11,12,0.9344514096344071,0.006756177165264909,1,-2.0842209396989944,-8.063476848561205,-11.719226122809532,-5.1577847499898954
12,13,1.1400508163612684,0.011925634302794487,1,-0.6269981446368327,15.17311008100399,-17.627479577244657,14.274949408292478
13,14,0.9000373955379989,0.012388084226567174,1,10.204668857655651,-18.559351013115684,11.38880031545549,9.399516720041863
14,15,1.0385883362201993,0.01494717588838074,1,-17.706488218365774,10.828111975639136,-13.945224813604147,-17.308878545913906
15,16,0.6627992165761767,0.003342479353093213,1,4.5755506771727,-4.243714993141172,-1.9634234453116157,2.5872282967473623
16,17,1.217082978721342,0.014247600321698346,1,-19.165955990594853,-14.922366531993285,16.79535367397107,6.1067250902341605
17,18,0.7270648140844684,0.004340195980281766,1,1.9777221778129928,-6.2107866729923025,-5.8033063323339,-3.368968737987874
18,19,1.1173285793928678,0.012972561939329153,1,-5.660339160870862,17.61478257741905,-19.99977125036531,-8.615354768661373
19,20,0.038809214054003234,0.007096155793536483,1,15.889189511981627,-0.3307486562052553,0.5608879841288115,-11.603797021830243
20,21,0.15809327368507325,0.006170853614807128,1,17.592437744140625,-1.1523208618164062,0.9658241271972656,-4.972831726074219
21,22,0.02851225010728131,0.00611515712738037,1,15.76339340209961,0.5232887268066406,0.37080955505371094,-7.803136825561523
22,23,0.2910835582043305,0.006343789815902712,1,15.798561096191406,0.37178993225097656,-2.853078842163086,-6.351729393005371
23,24,0.18297503041372823,0.007142434120178224,1,15.368000030517578,0.03656768798828125,3.3333797454833984,-9.831789016723633
24,25,0.10382241975805943,0.0068073570728302,1,16.699604034423828,1.7914848327636719,1.0623149871826172,-7.676024436950684
25,26,0.051641208446296404,0.006927980184555056,1,20.0,0.0019359588623046875,1.5000438690185547,-6.2099409103393555
26,27,0.0323155460256262,0.0070474932193756125,1,20.0,0.7276725769042969,1.292724609375,-6.1695756912231445
27,28,0.062002813327159796,0.007690324306488036,1,20.0,0.6077384948730469,1.1615352630615234,-8.992023468017578
28,29,0.05950989992027898,0.0064275684356689435,1,20.0,0.6541652679443359,1.4173126220703125,-3.638795852661133
29,30,0.06436915452566493,0.005427069187164309,1,14.852630615234375,0.5834674835205078,1.4012737274169922,-4.870904922485352
30,31,0.05727944067940641,0.007676350355148317,1,20.0,0.49942779541015625,1.1871700286865234,-9.018803596496582
31,32,0.061098049559078195,0.006461987495422364,1,20.0,0.5262527465820312,1.4635295867919922,-3.8581676483154297
32,33,0.058491502056670454,0.005697109699249269,1,14.989356994628906,0.6109466552734375,1.3762760162353516,-5.811859130859375
33,34,0.06990018814586857,0.007848206281661989,1,20.0,0.5015926361083984,1.0748481750488281,-9.816384315490723
34,35,0.0631888847976983,0.006455873012542723,1,20.0,0.4618053436279297,1.5393428802490234,-3.8223438262939453
35,36,0.05405050049738712,0.005907207727432251,1,15.332061767578125,0.6415252685546875,1.345306396484375,-6.309937477111816
36,37,0.022258432727980483,0.007031490087509158,1,20.0,1.1325454711914062,1.0645065307617188,-5.928908348083496
37,38,0.020851537657207007,0.006761533260345457,1,20.0,1.2695903778076172,0.9375190734863281,-4.839023590087891
38,39,0.047409518000178195,0.006871360063552855,1,20.0,0.8656234741210938,0.30294036865234375,-6.316876411437988
39,40,0.04311718319137227,0.006327763557434083,1,15.56243896484375,-0.2316875457763672,0.3250408172607422,-9.191886901855469
40,41,0.0446308587315031,0.0066340007781982395,1,20.0,2.1035499572753906,1.7590446472167969,-2.6734085083007812
41,42,0.06077563445426701,0.009252333879470827,1,18.468490600585938,-1.9828910827636719,0.9959716796875,-15.561982154846191
42,43,0.05349089133080809,0.007979289054870605,1,12.53460693359375,-1.5061893463134766,-0.27080726623535156,-17.605552673339844
43,44,0.07459926434709759,0.007474911212921144,1,12.422164916992188,-1.8151111602783203,0.9047737121582031,-14.75759506225586
44,45,0.01952266886062687,0.006208084583282473,1,10.33038330078125,-0.23127365112304688,-0.7080879211425781,-13.562593460083008
45,46,0.00863583846340225,0.007261805057525635,1,13.3973388671875,-0.7014961242675781,-0.6548900604248047,-14.293495178222656
46,47,0.06976946752277093,0.006874185085296632,1,10.609725952148438,-1.1314697265625,-1.3733444213867188,-14.382200241088867
47,48,0.05506419458966473,0.00751034116744995,1,13.731201171875,-0.32822418212890625,-0.5393199920654297,-15.442619323730469
48,49,0.02645777918042998,0.0067410902976989765,1,12.683902740478516,-0.7902698516845703,-0.31980323791503906,-13.170385360717773
49,50,0.042980969152709166,0.00831178903579712,1,18.968700408935547,-0.28468894958496094,-0.06797409057617188,-13.925792694091797
50,51,0.15608254226402357,0.007256033897399902,1,13.546279907226562,0.4753227233886719,0.4298419952392578,-14.572690963745117
51,52,0.0625190171160691,0.008685890436172485,1,20.0,-1.176290512084961,-0.46341705322265625,-13.103854179382324
52,53,0.05052026660749354,0.007291734218597412,1,16.762901306152344,-1.0024471282958984,0.2109241485595703,-11.190664291381836
53,54,0.037699848325088485,0.00982768535614014,1,20.0,-0.7705192565917969,-1.0375938415527344,-17.502628326416016
54,55,0.008197726152151806,0.008327032089233402,1,20.0,-0.3060035705566406,-0.1626415252685547,-12.839483261108398
55,56,0.0044628115581813645,0.008306290864944462,1,20.0,-0.3877449035644531,-0.1162567138671875,-12.721161842346191
56,57,0.08673583709357885,0.009515332460403442,1,19.834640502929688,-1.8978137969970703,-0.9582958221435547,-15.370579719543457
57,58,0.08645154216507862,0.008781741619110108,1,20.0,0.5647945404052734,-0.2979774475097656,-14.26419448852539
58,59,0.03739100158131383,0.008102431297302249,1,20.0,-0.9024848937988281,0.42987632751464844,-11.077363967895508
59,60,0.029214023888582723,0.008094135522842407,1,20.0,-0.7789688110351562,0.411895751953125,-11.185677528381348
60,61,0.15907285107418392,0.009620804786682131,1,17.55447006225586,-0.7588081359863281,-0.16994094848632812,-20.0
61,62,0.048983645311252,0.007131328105926513,1,16.62468719482422,-0.8075351715087891,0.07364273071289062,-11.019447326660156
62,63,0.061300764591110855,0.0077619593143463134,1,20.0,-0.46238136291503906,-0.15590476989746094,-10.429551124572754
63,64,0.039469988278840434,0.006971530914306639,1,15.416046142578125,-0.8359527587890625,0.33872222900390625,-11.295402526855469
64,65,0.033351876907040494,0.0071096820831298806,1,16.434406280517578,0.5278224945068359,-0.10775375366210938,-11.368745803833008
65,66,0.047171037492326186,0.00829939031600952,1,20.0,-1.0811767578125,1.1301040649414062,-10.98628044128418
66,67,0.030834904756067313,0.00799486207962036,1,20.0,0.8112812042236328,-0.2157154083251953,-10.952451705932617
67,68,0.025187291180309126,0.006694472789764403,1,15.231269836425781,-0.20391082763671875,0.2715778350830078,-11.07113265991211
68,69,0.08513443246828062,0.007991841793060304,1,20.0,-0.7146377563476562,-0.41822052001953125,-10.834508895874023
69,70,0.0659222343565788,0.006923435211181639,1,15.489978790283203,0.5651969909667969,0.28917503356933594,-11.349390029907227
70,71,0.10984013503877978,0.00806500291824341,1,15.843502044677734,-2.363943099975586,-0.3719654083251953,-13.680601119995117
71,72,0.09579193893108268,0.008272399902343748,1,20.0,-0.023748397827148438,1.2140159606933594,-11.851835250854492
72,73,0.06421482686480273,0.005246335029602053,1,10.287542343139648,0.3766613006591797,0.6039218902587891,-9.717214584350586
73,74,0.08116037159256019,0.008889731884002685,1,14.894866943359375,0.5012550354003906,-2.3351306915283203,-17.827674865722656
74,75,0.07633614817427099,0.008160303592681885,1,20.0,2.043987274169922,-0.36776161193847656,-10.22946548461914
75,76,0.03018240295733504,0.007215947866439818,1,15.271259307861328,0.49506378173828125,-0.5620574951171875,-12.53541088104248
76,77,0.017817247279775596,0.007316251754760744,1,15.835697174072266,0.2972679138183594,-0.6246166229248047,-12.507425308227539
77,78,0.1744927502021427,0.006303130626678468,1,5.160224914550781,0.491973876953125,-1.0360069274902344,-18.524316787719727
